Date,Open,High,Low,Close,Adj Close,Volume
2000-02-23,135.625,137.468704,134.5,136.5625,98.456795,12119000
2000-02-24,136.6875,137.031204,133.093704,133.8125,96.474113,17375000
2000-02-25,135.1875,136.718704,133.125,133.328094,96.12487,10559900
2000-02-28,133.375,136.6875,132.718704,136.125,98.141342,13397800
2000-02-29,136.0625,137.4375,135.75,137.4375,99.087631,8242500
2000-03-01,137.625,139.0,137.218704,138.4375,99.808617,6868000
2000-03-02,138.6875,139.125,137.343704,138.531204,99.876167,7600200
2000-03-03,140.4375,141.718704,139.718704,141.125,101.746147,12770300
2000-03-06,140.8125,141.343704,138.75,139.75,100.75486,11967100
2000-03-07,140.0,140.156204,135.218704,137.046799,98.805954,20062000
2000-03-08,136.468704,137.843704,135.031204,136.875,98.682053,11808500
2000-03-09,137.25,140.875,136.125,140.875,101.565933,5500900
2000-03-10,140.1875,142.0,139.531204,140.125,101.02523,7924600
2000-03-13,136.6875,140.468704,135.6875,138.593704,99.921196,10540500
2000-03-14,139.281204,140.093704,136.156204,136.625,98.501823,8263900
2000-03-15,136.875,140.4375,136.0625,139.8125,100.799934,10300800
2000-03-16,141.625,146.843704,140.875,146.343704,105.508652,25601400
2000-03-17,145.8125,148.0,145.4375,146.9375,106.206017,10272900
2000-03-20,146.875,147.343704,144.781204,146.1875,105.663918,12502300
2000-03-21,145.531204,149.75,144.5,149.1875,107.832298,13612600
2000-03-22,149.5625,150.843704,148.6875,150.093704,108.487289,8260000
2000-03-23,149.156204,153.468704,149.156204,152.656204,110.339485,11654500
2000-03-24,152.875,155.75,151.718704,153.5625,110.994568,11462900
2000-03-27,153.375,153.781204,151.8125,151.9375,109.819977,8798600
2000-03-28,151.25,152.984299,150.593704,151.0625,109.187599,6334400
2000-03-29,151.5625,152.484299,149.656204,151.218704,109.300522,6747500
2000-03-30,150.156204,151.921799,147.125,148.6875,107.470909,9491900
2000-03-31,149.625,152.3125,148.4375,150.375,108.690643,9249100
2000-04-03,150.125,151.25,148.6875,151.25,109.323051,8508200
2000-04-04,151.75,153.0,141.390594,150.125,108.509918,19585500
2000-04-05,147.875,150.8125,147.625,149.1875,107.832298,8387200
2000-04-06,150.25,151.6875,149.0,150.484299,108.769646,6378500
2000-04-07,151.5625,152.125,150.5,151.4375,109.45858,6023600
2000-04-10,151.75,153.109299,150.3125,150.843704,109.029427,9624200
2000-04-11,150.0,151.625,148.375,150.406204,108.713203,9006400
2000-04-12,150.375,151.156204,146.156204,146.281204,105.731651,10779200
2000-04-13,147.468704,148.156204,143.781204,144.25,104.263496,12225800
2000-04-14,142.625,142.8125,133.5,136.0,98.300392,29604000
2000-04-17,135.1875,140.75,134.6875,140.75,101.733727,23918200
2000-04-18,140.5625,144.468704,139.781204,144.468704,104.42157,11069200
2000-04-19,144.5,145.125,142.531204,143.125,103.450363,6553700
2000-04-20,143.5625,143.9375,142.375,143.8125,103.947304,8537600
2000-04-24,141.5,143.3125,140.5,142.25,102.817879,12893100
2000-04-25,144.625,148.156204,144.4375,148.156204,107.086868,14102000
2000-04-26,147.968704,148.75,146.0,146.484299,105.878456,7711100
2000-04-27,143.0,147.343704,143.0,146.0,105.528397,15595300
2000-04-28,147.0,147.859299,145.0625,145.093704,104.873337,8743400
2000-05-01,146.5625,148.484299,145.843704,147.0625,106.29641,7328300
2000-05-02,145.5,147.125,144.125,144.125,104.173157,9411900
2000-05-03,144.0,144.0,139.781204,140.75,101.733727,12630700
2000-05-04,142.0,142.359299,140.75,141.8125,102.50164,5963600
2000-05-05,141.0625,144.0,140.9375,143.531204,103.74395,7862400
2000-05-08,142.75,143.375,141.843704,142.453094,102.964722,5064100
2000-05-09,143.0625,143.406204,140.265594,141.3125,102.140282,5620300
2000-05-10,140.5,140.968704,137.75,138.125,99.83638,10293900
2000-05-11,140.125,141.5,139.125,141.281204,102.117668,7091100
2000-05-12,141.8125,143.468704,141.625,142.8125,103.224472,5960800
2000-05-15,142.75,145.609299,142.0,145.281204,105.008835,4441300
2000-05-16,146.5625,147.718704,145.3125,146.6875,106.025307,8192200
2000-05-17,145.6875,146.1875,144.468704,145.156204,104.918503,5907200
2000-05-18,145.625,146.3125,143.375,143.375,103.631065,4325600
2000-05-19,142.5625,143.234299,140.406204,141.125,102.004776,6518400
2000-05-22,141.25,141.468704,137.0,140.0625,101.236809,10839400
2000-05-23,140.4375,140.8125,137.5625,138.0,99.746056,7979200
2000-05-24,138.0,140.6875,136.5,140.25,101.372353,11081500
2000-05-25,140.6875,141.8125,137.718704,137.843704,99.633034,8278900
2000-05-26,138.8125,139.6875,137.328094,138.0,99.746056,4814000
2000-05-30,140.0,142.9375,139.468704,142.5,102.998611,5362700
2000-05-31,142.5625,144.0,142.093704,142.8125,103.224472,6056500
2000-06-01,143.6875,145.4375,143.0,145.3125,105.031494,8961600
2000-06-02,148.9375,149.093704,147.484299,147.843704,106.860962,8962200
2000-06-05,147.468704,148.218704,146.875,147.125,106.341553,6998100
2000-06-06,146.625,147.781204,145.906204,146.468704,105.86718,4858900
2000-06-07,146.625,148.0,146.0,147.484299,106.601219,4919500
2000-06-08,147.5,147.75,146.0625,146.906204,106.183395,5723100
2000-06-09,147.5,147.968704,145.625,146.593704,105.957558,3085300
2000-06-12,146.968704,146.968704,144.875,144.875,104.715294,3678900
2000-06-13,144.8125,147.75,144.625,147.593704,106.680313,6558700
2000-06-14,148.25,148.875,147.1875,147.843704,106.860962,6420500
2000-06-15,148.125,148.75,146.843704,148.156204,107.086868,5881200
2000-06-16,148.3125,148.3125,145.875,146.593704,106.207031,5567900
2000-06-19,146.468704,149.156204,146.25,148.468704,107.565399,5106900
2000-06-20,148.1875,148.875,147.0,147.9375,107.18055,6480000
2000-06-21,146.9375,148.4375,146.890594,147.875,107.135284,3115000
2000-06-22,147.5625,147.6875,145.0,145.625,105.505127,7490500
2000-06-23,145.8125,146.125,143.875,144.375,104.599533,4863300
2000-06-26,145.375,146.25,144.875,146.234299,105.946602,5201300
2000-06-27,145.984299,146.718704,145.015594,145.156204,105.165535,4159500
2000-06-28,145.625,146.984299,145.3125,145.5625,105.459915,5347700
2000-06-29,144.75,145.75,143.515594,144.1875,104.463692,6345700
2000-06-30,143.9375,145.593704,143.890594,145.281204,105.256111,7420200
2000-07-03,145.4375,147.4375,145.1875,147.281204,106.705101,1436600
2000-07-05,146.375,146.656204,144.375,144.625,104.780685,2748200
2000-07-06,144.9375,146.468704,144.218704,145.75,105.595718,5963200
2000-07-07,146.6875,148.781204,146.25,148.093704,107.293739,3034800
2000-07-10,147.875,148.906204,147.531204,147.843704,107.112633,2816100
2000-07-11,147.468704,149.125,147.156204,148.156204,107.339043,5431600
2000-07-12,149.281204,150.125,148.6875,149.125,108.040916,5883000
2000-07-13,149.984299,150.375,149.1875,149.781204,108.516319,5356000
2000-07-14,150.4375,151.25,149.671799,151.25,109.580505,5341900
2000-07-17,150.984299,151.984299,150.6875,151.0,109.399391,4208300
2000-07-18,150.625,150.625,149.343704,149.765594,108.50502,4262100
2000-07-19,149.468704,149.906204,148.25,148.5625,107.633362,8506800
2000-07-20,149.0,150.625,148.8125,150.625,109.127686,4538900
2000-07-21,149.75,149.75,147.6875,147.6875,106.999443,5656900
2000-07-24,148.125,148.859299,146.5625,146.843704,106.388123,5628500
2000-07-25,147.75,147.843704,146.781204,147.3125,106.72776,4757100
2000-07-26,146.968704,147.156204,145.640594,145.875,105.686325,12062500
2000-07-27,145.9375,146.625,144.6875,145.375,105.324036,7652600
2000-07-28,145.718704,145.906204,141.515594,142.093704,102.946716,6229500
2000-07-31,142.9375,144.125,142.0625,143.0,103.603394,5265500
2000-08-01,143.625,144.718704,143.125,143.875,104.237305,3946600
2000-08-02,143.875,145.406204,143.625,144.593704,104.757996,7439800
2000-08-03,142.875,145.8125,142.625,145.593704,105.482536,4607100
2000-08-04,146.3125,146.718704,145.406204,146.375,106.048553,3686600
2000-08-07,146.718704,148.4375,146.375,148.125,107.316422,4159800
2000-08-08,147.5,148.8125,147.5,148.6875,107.723923,3658700
2000-08-09,149.140594,149.218704,147.375,147.4375,106.818283,5383800
2000-08-10,147.531204,147.859299,146.281204,146.718704,106.297546,4193400
2000-08-11,146.625,148.0,145.5625,147.406204,106.795647,5089400
2000-08-14,147.781204,149.5625,147.0625,149.281204,108.154068,2966700
2000-08-15,149.343704,149.8125,148.5625,149.156204,108.063553,5564600
2000-08-16,149.3125,149.9375,147.843704,148.625,107.678642,5191600
2000-08-17,148.6875,150.4375,148.343704,150.1875,108.810692,5652200
2000-08-18,150.375,150.375,149.218704,149.6875,108.448441,4626400
2000-08-21,150.031204,150.718704,149.406204,150.5,109.037071,2380600
2000-08-22,150.5625,151.3125,150.093704,150.25,108.855988,3075300
2000-08-23,149.8125,151.281204,149.281204,150.843704,109.286118,5483200
2000-08-24,151.156204,151.5,150.5,151.3125,109.625771,4529000
2000-08-25,151.156204,151.625,150.9375,151.25,109.580505,2822200
2000-08-28,151.25,152.906204,151.25,151.765594,109.954048,5518700
2000-08-29,151.4375,151.875,150.906204,151.796799,109.976593,3561900
2000-08-30,151.3125,151.5,150.343704,150.343704,108.923836,3964800
2000-08-31,151.0625,153.093704,150.906204,152.343704,110.37291,4863100
2000-09-01,153.25,153.593704,152.0,152.5,110.486115,3191200
2000-09-05,151.875,152.203094,150.8125,151.281204,109.603134,3470800
2000-09-06,151.1875,151.953094,149.531204,149.5625,108.357872,4322200
2000-09-07,150.25,151.078094,149.828094,150.843704,109.286118,4265500
2000-09-08,150.281204,150.5,149.328094,149.8125,108.538963,3518200
2000-09-11,149.75,151.1875,148.6875,149.593704,108.380508,3937500
2000-09-12,149.75,150.25,148.4375,148.5,107.588104,4769100
2000-09-13,148.0,149.343704,147.656204,148.890594,107.871094,7691600
2000-09-14,149.875,149.9375,148.156204,149.640594,108.414452,3397100
2000-09-15,148.1875,148.25,146.0,146.0,106.042625,4085700
2000-09-18,146.375,146.968704,144.203094,144.656204,105.066589,5109300
2000-09-19,145.125,146.3125,144.703094,145.968704,106.019875,6588200
2000-09-20,145.6875,146.031204,143.156204,144.890594,105.236839,6508100
2000-09-21,144.468704,145.5625,142.625,142.6875,103.63665,5972300
2000-09-22,142.625,145.3125,142.421799,145.281204,105.520508,7791300
2000-09-25,145.9375,146.0625,143.718704,144.25,104.771507,9726300
2000-09-26,144.375,145.0,142.406204,142.406204,103.432365,5302400
2000-09-27,143.5625,143.968704,142.125,143.156204,103.977104,7186200
2000-09-28,143.1875,146.328094,142.890594,145.0,105.316322,7036400
2000-09-29,145.468704,145.968704,143.625,143.625,104.317589,9333600
2000-10-02,144.281204,144.906204,143.140594,143.843704,104.476433,5517800
2000-10-03,144.531204,145.75,142.281204,142.5,103.500465,9347200
2000-10-04,142.875,144.25,141.75,143.6875,104.362938,6148900
2000-10-05,143.406204,144.843704,143.3125,144.1875,104.726143,4566900
2000-10-06,143.875,144.640594,139.75,141.0625,102.456398,10014900
2000-10-09,141.3125,141.3125,139.375,140.0,101.684669,4508000
2000-10-10,140.093704,141.25,137.6875,137.6875,100.005089,6104700
2000-10-11,137.625,138.625,135.125,136.531204,99.165245,10346000
2000-10-12,137.281204,137.593704,132.781204,133.125,96.691238,12336900
2000-10-13,132.9375,137.656204,132.875,137.5625,99.914291,11778800
2000-10-16,137.406204,138.234299,136.6875,138.1875,100.368256,5659000
2000-10-17,138.4375,138.5625,134.406204,134.75,97.871506,7831700
2000-10-18,132.625,136.125,130.156204,134.25,97.508377,10897300
2000-10-19,136.843704,139.453094,136.4375,139.3125,101.185333,8767300
2000-10-20,138.375,141.1875,138.375,139.906204,101.616508,7373500
2000-10-23,139.9375,141.031204,138.9375,140.531204,102.070549,5290000
2000-10-24,140.968704,141.9375,139.0,139.593704,101.389587,5750700
2000-10-25,138.75,139.5625,136.125,136.3125,99.006371,9137600
2000-10-26,137.125,137.656204,134.031204,136.6875,99.278763,9345800
2000-10-27,137.875,139.281204,136.625,139.281204,101.162643,9762900
2000-10-30,138.4375,141.093704,138.156204,140.531204,102.070549,10154100
2000-10-31,141.015594,143.6875,140.0625,142.953094,103.82959,7752400
2000-11-01,142.25,143.25,141.218704,142.468704,103.477783,6753600
2000-11-02,143.156204,143.906204,142.515594,142.703094,103.648026,11395100
2000-11-03,143.468704,143.75,142.375,142.781204,103.704735,5187100
2000-11-06,143.156204,144.296799,143.031204,143.781204,104.431091,4042500
2000-11-07,143.140594,144.0,142.5625,143.75,104.408356,5231300
2000-11-08,144.0625,144.0625,140.5625,140.5625,102.093246,6123300
2000-11-09,140.0,141.218704,137.25,140.031204,101.707314,10635300
2000-11-10,139.0,139.468704,136.531204,136.625,99.233353,8569500
2000-11-13,135.625,136.984299,133.015594,135.5625,98.461662,17285300
2000-11-14,137.468704,139.625,137.0,139.125,101.049156,7668900
2000-11-15,139.0625,140.109299,137.75,139.5625,101.366905,8837700
2000-11-16,138.578094,139.875,137.3125,137.375,99.778107,6684100
2000-11-17,137.3125,139.0,135.75,136.640594,99.244698,6551100
2000-11-20,135.75,136.375,134.3125,134.6875,97.826141,5458500
2000-11-21,134.875,136.1875,133.515594,135.375,98.325447,7684300
2000-11-22,134.343704,134.875,132.125,132.140594,95.976265,5736900
2000-11-24,133.625,134.968704,133.625,134.843704,97.939583,3411600
2000-11-27,136.468704,136.6875,135.3125,136.031204,98.802071,5992000
2000-11-28,135.125,136.593704,133.640594,133.6875,97.099808,5336100
2000-11-29,134.375,135.906204,133.265594,133.4375,96.918213,6914100
2000-11-30,132.5,133.5,129.75,132.281204,96.078392,11201600
2000-12-01,133.1875,134.0625,131.0,132.218704,96.032997,7587200
2000-12-04,131.875,133.875,131.5,133.343704,96.85006,6996600
2000-12-05,134.875,138.25,134.406204,137.718704,100.027756,8883400
2000-12-06,137.781204,138.343704,135.031204,135.515594,98.427567,12888000
2000-12-07,134.875,135.875,133.656204,133.656204,97.077072,6529100
2000-12-08,137.0625,139.468704,133.875,133.968704,97.304047,10276300
2000-12-11,137.375,139.5625,136.718704,138.625,100.685966,6405600
2000-12-12,138.1875,138.8125,137.375,138.031204,100.2547,5022900
2000-12-13,139.25,139.406204,136.031204,136.140594,98.881516,6070500
2000-12-14,135.875,136.5,134.031204,134.406204,97.621819,7678400
2000-12-15,133.125,133.125,130.5625,130.968704,95.416862,9065300
2000-12-18,132.0625,133.468704,131.765594,132.718704,96.691826,7235400
2000-12-19,132.468704,134.968704,130.015594,130.015594,94.722473,9616600
2000-12-20,128.625,128.9375,126.093697,126.25,91.979095,9994300
2000-12-21,126.0,128.859299,125.531197,127.125,92.616562,14331500
2000-12-22,129.0,131.109299,128.843704,130.9375,95.394127,10182900
2000-12-26,130.843704,132.343704,130.281204,132.343704,96.41861,4665300
2000-12-27,131.75,133.734299,131.25,133.3125,97.124428,4854100
2000-12-28,132.8125,133.875,132.593704,133.718704,97.420364,8358700
2000-12-29,134.0625,134.281204,131.1875,131.1875,95.576279,8774600
2001-01-02,132.0,132.156204,127.5625,128.8125,93.845985,8737500
2001-01-03,128.3125,136.0,127.656197,135.0,98.353859,19431600
2001-01-04,134.9375,135.468704,133.0,133.546799,97.295097,9219000
2001-01-05,133.468704,133.625,129.1875,129.1875,94.119156,12911400
2001-01-08,129.875,130.1875,127.6875,130.1875,94.847717,6625300
2001-01-09,131.046799,131.5,129.421799,129.843704,94.597275,5702400
2001-01-10,129.0,132.125,128.8125,132.125,96.2593,8746100
2001-01-11,131.093704,133.484299,131.093704,132.25,96.350372,7245100
2001-01-12,132.6875,133.718704,131.281204,132.0,96.168221,7244000
2001-01-16,132.0,133.1875,131.515594,132.843704,96.782906,8542200
2001-01-17,134.843704,135.046799,132.640594,133.453094,97.22686,7851400
2001-01-18,133.4375,135.703094,132.9375,134.781204,98.194458,8107000
2001-01-19,136.1875,136.1875,133.875,134.015594,97.636642,7782500
2001-01-22,134.25,135.781204,133.5625,134.906204,98.285477,7050900
2001-01-23,134.468704,136.656204,134.156204,135.968704,99.059601,8463100
2001-01-24,136.25,137.3125,135.843704,136.375,99.355629,6199900
2001-01-25,136.25,137.25,135.656204,136.031204,99.10511,10818300
2001-01-26,135.156204,136.125,134.453094,135.875,98.991333,7136800
2001-01-29,135.5,136.899994,135.369995,136.600006,99.519539,6705900
2001-01-30,136.300003,137.919998,135.789993,137.800003,100.393784,7069100
2001-01-31,137.399994,138.699997,136.600006,137.020004,99.825569,9706900
2001-02-01,137.100006,137.949997,136.25,137.929993,100.488487,8239100
2001-02-02,137.399994,137.990005,134.75,134.800003,98.208183,8276600
2001-02-05,134.800003,135.940002,134.75,135.789993,98.929398,4352900
2001-02-06,135.300003,136.699997,135.220001,135.389999,98.638,7106700
2001-02-07,134.720001,135.399994,133.679993,134.690002,98.128014,5748700
2001-02-08,134.800003,135.399994,133.100006,133.119995,96.984131,5943300
2001-02-09,133.350006,133.350006,131.259995,131.839996,96.051659,9913000
2001-02-12,131.699997,133.5,131.699997,133.350006,97.151749,5804400
2001-02-13,133.699997,134.169998,132.0,132.259995,96.357635,6587600
2001-02-14,132.649994,132.649994,130.660004,132.059998,96.211929,8400100
2001-02-15,132.839996,133.520004,131.990005,133.339996,97.144463,5929800
2001-02-16,131.0,131.289993,129.300003,130.399994,95.002556,6434900
2001-02-20,131.039993,131.139999,128.100006,128.389999,93.53817,5760000
2001-02-21,127.900002,128.839996,125.5,125.620003,91.520081,10910800
2001-02-22,126.349998,126.540001,123.019997,125.809998,91.658508,21281600
2001-02-23,125.080002,125.540001,121.800003,124.959999,91.039223,20173000
2001-02-26,125.800003,127.620003,124.5,127.620003,92.97718,11503700
2001-02-27,126.800003,127.839996,125.510002,126.440002,92.117493,11415000
2001-02-28,126.75,126.839996,123.269997,123.949997,90.303398,14825800
2001-03-01,124.050003,124.599998,121.75,124.599998,90.776962,14672000
2001-03-02,122.5,125.650002,122.300003,123.610001,90.05571,12564300
2001-03-05,124.150002,124.779999,123.809998,124.739998,90.878929,5293200
2001-03-06,126.349998,127.75,125.489998,126.080002,91.855202,6917000
2001-03-07,126.900002,127.040001,125.760002,126.980003,92.510902,6371700
2001-03-08,126.599998,127.239998,126.139999,127.120003,92.612907,6055000
2001-03-09,126.099998,126.099998,123.110001,123.360001,89.873566,10020300
2001-03-12,122.339996,122.5,117.75,118.080002,86.026825,13972900
2001-03-13,119.400002,120.440002,117.529999,120.019997,87.440254,12888000
2001-03-14,117.050003,119.290001,115.75,117.650002,85.713547,19883400
2001-03-15,118.449997,118.860001,117.360001,117.68,85.735435,10370300
2001-03-16,117.129997,117.400002,114.809998,115.010002,84.0158,58514600
2001-03-19,115.760002,117.690002,114.82,117.349998,85.725197,10067800
2001-03-20,117.900002,118.459999,114.110001,114.199997,83.424088,15083900
2001-03-21,114.18,115.260002,111.900002,112.260002,82.006912,19004600
2001-03-22,112.019997,112.599998,108.040001,111.120003,81.174118,28624800
2001-03-23,113.25,114.660004,111.5,114.480003,83.628654,12861700
2001-03-26,115.699997,116.269997,114.769997,115.940002,84.695168,9943800
2001-03-27,115.620003,118.650002,115.279999,118.309998,86.426468,12880700
2001-03-28,116.900002,116.949997,114.900002,115.040001,84.037727,10953300
2001-03-29,114.699997,116.5,112.139999,115.480003,84.359192,12060300
2001-03-30,115.550003,116.690002,114.5,116.690002,85.243057,9183600
2001-04-02,116.300003,117.379997,113.800003,114.199997,83.424088,10561000
2001-04-03,113.980003,114.150002,110.059998,110.389999,80.640869,12836000
2001-04-04,110.57,112.099998,109.300003,110.849998,80.976868,14884300
2001-04-05,113.300003,115.489998,112.5,115.050003,84.045013,21522800
2001-04-06,113.989998,114.400002,112.059998,113.300003,82.766632,14937800
2001-04-09,114.0,114.989998,112.779999,114.559998,83.687065,9034300
2001-04-10,115.449997,117.75,115.169998,116.650002,85.213837,17873600
2001-04-11,118.779999,118.989998,116.139999,116.730003,85.272263,12722300
2001-04-12,116.300003,118.940002,115.959999,118.849998,86.820938,9233200
2001-04-16,118.290001,118.889999,116.910004,117.599998,85.907822,7350000
2001-04-17,117.309998,119.660004,117.019997,119.260002,87.120453,10924700
2001-04-18,121.059998,126.0,120.690002,124.0,90.583107,32481600
2001-04-19,124.25,125.839996,123.580002,125.650002,91.788406,13809900
2001-04-20,124.900002,125.400002,123.660004,124.5,90.948334,7626700
2001-04-23,123.650002,123.889999,121.910004,122.239998,89.297371,8451800
2001-04-24,122.519997,123.650002,121.099998,121.580002,88.815247,10044700
2001-04-25,121.419998,123.669998,120.949997,123.169998,89.976753,8249000
2001-04-26,123.730003,125.220001,123.5,123.720001,90.378525,10590400
2001-04-27,124.919998,125.839996,124.199997,125.779999,91.883392,7938700
2001-04-30,126.449997,127.269997,124.669998,126.660004,92.526237,10766900
2001-05-01,125.07,127.150002,124.599998,127.050003,92.811157,10578000
2001-05-02,127.410004,127.690002,126.0,126.82,92.643097,9572900
2001-05-03,126.129997,126.150002,124.220001,125.209999,91.466988,9926200
2001-05-04,123.650002,127.349998,123.440002,127.339996,93.022942,12145300
2001-05-07,126.860001,127.379997,126.230003,126.239998,92.219406,7185200
2001-05-08,126.860001,127.099998,125.559998,126.18,92.175552,6952600
2001-05-09,125.25,126.550003,125.059998,125.650002,91.788406,9507400
2001-05-10,127.260002,127.5,125.769997,126.019997,92.058678,6872400
2001-05-11,126.0,126.489998,124.400002,125.150002,91.423172,7734400
2001-05-14,124.900002,125.440002,124.459999,125.400002,91.605797,7914000
2001-05-15,125.550003,126.5,124.849998,125.980003,92.029457,9782200
2001-05-16,124.839996,129.199997,124.620003,128.949997,94.199066,14909000
2001-05-17,129.0,130.080002,128.559998,129.149994,94.3452,11824600
2001-05-18,129.089996,129.740005,128.100006,129.740005,94.776199,6683100
2001-05-21,129.839996,131.839996,129.149994,131.649994,96.171478,11531500
2001-05-22,131.830002,132.089996,131.070007,131.479996,96.047272,8342700
2001-05-23,131.050003,131.050003,129.25,129.25,94.418251,12330800
2001-05-24,129.470001,130.0,128.550003,129.630005,94.695854,7902800
2001-05-25,129.649994,129.699997,127.900002,128.100006,93.578186,7425000
2001-05-29,128.220001,128.350006,126.900002,127.080002,92.833046,9003900
2001-05-30,126.589996,127.089996,125.0,125.300003,91.532738,10041800
2001-05-31,125.43,126.760002,125.260002,125.949997,92.007545,9874200
2001-06-01,126.199997,127.099998,125.120003,126.730003,92.577339,8848300
2001-06-04,126.800003,127.43,126.080002,127.339996,93.022942,5623500
2001-06-05,127.489998,129.229996,127.269997,128.800003,94.089508,9115400
2001-06-06,128.830002,128.830002,127.360001,127.730003,93.307869,12064900
2001-06-07,127.050003,128.350006,127.0,128.190002,93.643913,7355300
2001-06-08,127.699997,127.870003,126.139999,127.0,92.774582,8170600
2001-06-11,126.709999,126.989998,125.410004,126.099998,92.117126,7012200
2001-06-12,124.860001,126.739998,124.040001,125.879997,91.956444,9364400
2001-06-13,126.169998,126.580002,124.650002,124.800003,91.167458,7629400
2001-06-14,124.18,124.300003,121.75,122.0,89.122055,12603000
2001-06-15,120.910004,122.400002,120.400002,121.849998,89.265648,16821100
2001-06-18,121.650002,122.440002,120.910004,121.260002,88.83342,11368300
2001-06-19,122.379997,122.889999,120.889999,121.790001,89.221672,7732300
2001-06-20,121.190002,122.860001,121.099998,122.43,89.690536,8787200
2001-06-21,122.220001,124.309998,122.150002,123.82,90.708832,12259100
2001-06-22,123.489998,123.589996,122.160004,122.849998,89.99823,12212000
2001-06-25,123.279999,123.440002,121.5,121.720001,89.170425,8406800
2001-06-26,120.900002,122.389999,120.57,121.550003,89.04586,8005800
2001-06-27,121.599998,122.239998,120.910004,121.480003,88.994553,10105100
2001-06-28,122.0,123.940002,121.93,122.150002,89.485405,10269300
2001-06-29,122.800003,124.010002,122.260002,122.599998,89.815071,9824200
2001-07-02,122.800003,124.32,122.620003,124.129997,90.935944,8522200
2001-07-03,123.980003,124.099998,123.050003,124.099998,90.913956,3303100
2001-07-05,123.07,123.650002,121.660004,121.68,89.14109,5517900
2001-07-06,121.309998,121.489998,119.050003,119.050003,87.214401,11665900
2001-07-09,119.489998,120.540001,119.199997,119.699997,87.690567,8339300
2001-07-10,120.290001,120.639999,118.209999,118.260002,86.635681,8630700
2001-07-11,118.099998,118.889999,117.089996,118.379997,86.723572,15328600
2001-07-12,119.5,121.470001,119.309998,121.190002,88.78215,12002800
2001-07-13,120.839996,122.32,120.620003,122.239998,89.551369,10433800
2001-07-16,121.769997,122.279999,120.290001,120.709999,88.430489,6915300
2001-07-17,120.199997,121.949997,119.830002,121.839996,89.258293,7469800
2001-07-18,120.559998,121.639999,120.059998,121.010002,88.650284,7709300
2001-07-19,122.18,122.980003,120.760002,122.07,89.426796,10082900
2001-07-20,121.150002,121.940002,120.919998,121.339996,88.892014,6705800
2001-07-23,121.800003,121.879997,118.949997,118.949997,87.141121,8065200
2001-07-24,119.0,119.199997,116.75,117.800003,86.298676,12269000
2001-07-25,117.919998,119.480003,117.459999,119.099998,87.251045,12088500
2001-07-26,119.059998,120.849998,118.559998,120.349998,88.166756,12898200
2001-07-27,120.830002,121.349998,119.910004,120.809998,88.503754,8478800
2001-07-30,121.190002,121.349998,120.300003,120.849998,88.533066,8547700
2001-07-31,121.0,122.68,120.800003,121.349998,88.899368,11918100
2001-08-01,121.970001,122.699997,121.550003,122.110001,89.4561,11940800
2001-08-02,123.230003,123.25,121.889999,122.610001,89.822411,11070100
